,POC_ID
6804,3015
6805,3016
6806,3017
6807,3018
6808,3019
6809,3020
6810,3021
6811,3022
6812,3023
6813,3024
6814,3025
6815,3026
6816,3027
6817,3028
6818,3029
6819,3030
6820,3031
6821,3032
6822,3033
6823,3034
6824,3035
6825,3036
6826,3037
6827,3038
6828,3039
6829,3040
6830,3041
6831,3042
6832,3043
6833,3044
6834,3045
6835,3046
6836,3047
6837,3048
6838,3049
6839,3050
6840,3051
6841,3052
6842,3053
6843,3054
6844,3055
6845,3056
6846,3057
6847,3058
6848,3059
6849,3060
6850,3061
6851,3062
6852,3063
6853,3064
6854,3065
6855,3066
6856,3067
6857,3068
6858,3069
6859,3070
6860,3071
6861,3072
6862,3073
6863,3074
6864,3075
6865,3076
6866,3077
6867,3078
6868,3079
6869,3080
6870,3081
6871,3082
6872,3083
6873,3084
6874,3085
6875,3086
6876,3087
6877,3088
6878,3089
6879,3090
6880,3091
6881,3092
6882,3093
6883,3094
6884,3095
6885,3096
6886,3097
6887,3098
6888,3099
6889,3100
6890,3101
6891,3102
6892,3103
6893,3104
6894,3105
6895,3106
6896,3107
6897,3108
6898,3109
6899,3110
6900,3111
6901,3112
6902,3113
6903,3114
6904,3115
6905,3116
6906,3117
6907,3118
6908,3119
6909,3120
6910,3121
6911,3122
6912,3123
6913,3124
6914,3125
6915,3126
6916,3127
6917,3128
6918,3129
6919,3130
6920,3131
6921,3132
6922,3133
6923,3134
6924,3135
6925,3136
6926,3137
6927,3138
6928,3139
6929,3140
6930,3141
6931,3142
6932,3143
6933,3144
6934,3145
6935,3146
6936,3147
6937,3148
6938,3149
6939,3150
6940,3151
6941,3152
6942,3153
6943,3154
6944,3155
6945,3156
6946,3157
6947,3158
6948,3159
6949,3160
6950,3161
6951,3162
6952,3163
6953,3164
6954,3165
6955,3166
6956,3167
6957,3168
6958,3169
6959,3170
6960,3171
6961,3172
6962,3173
6963,3174
6964,3175
6965,3176
6966,3177
6967,3178
6968,3179
6969,3180
6970,3181
6971,3182
6972,3183
6973,3184
6974,3185
6975,3186
6976,3187
6977,3188
6978,3189
6979,3190
6980,3191
6981,3192
6982,3193
6983,3194
6984,3195
6985,3196
6986,3197
6987,3198
6988,3199
6989,3200
6990,3201
6991,3202
6992,3203
6993,3204
6994,3205
6995,3206
6996,3207
6997,3208
6998,3209
6999,3210
